,company,sector,industry,continent,country,market_value_2015,sales_2015,profits_2015,assets_2015,rank_2015,rank_2020,sales_2020,profits_2020,assets_2020,market_value_2020
1222,PBF Energy,Energy,Oil & Gas Operations,North America,United States,3.0,19.2,0.0,4.4,1702,#1672,$24.5 B,$319 M,$9.1 B,$1.4 B
1223,Reliance Steel,Materials,Iron & Steel,North America,United States,5.5,9.2,0.3,7.3,1705,#1513,$10.6 B,$573 M,$8.1 B,$5.7 B
1224,Pinnacle West,Utilities,Electric Utilities,North America,United States,6.0,3.5,0.4,13.5,1709,#1493,$3.5 B,$538 M,$18.5 B,$8.7 B
1225,BOK Financial,Financials,Regional Banks,North America,United States,4.9,1.3,0.3,27.0,1711,#1565,$2.2 B,$450 M,$47.1 B,$3.6 B
1226,Kansas City Southern,Industrials,Railroads,North America,United States,11.4,2.4,0.4,7.4,1718,#1545,$2.9 B,$588 M,$9.8 B,$12.4 B
1227,Jabil Circuit,Information Technology,Electronics,North America,United States,3.7,17.5,0.3,8.1,1727,#1571,$26.3 B,$133 M,$13.1 B,$4.3 B
1228,Murphy USA,Consumer Discretionary,Specialty Stores,North America,United States,1.9,18.1,0.2,1.9,1727,#1928,$14.1 B,$239 M,$2.6 B,$3.1 B
1229,VeriSign,Information Technology,Software & Programming,North America,United States,7.2,1.0,0.5,2.7,1739,#1175,$1.2 B,$784 M,$1.8 B,$24.2 B
1230,Monster Beverage,Consumer Staples,Beverages,North America,United States,11.9,2.2,0.3,1.4,1745,#1049,$4.2 B,$1.1 B,$5.3 B,$32.5 B
1231,East West Bancorp,Financials,Regional Banks,North America,United States,5.3,1.1,0.3,24.7,1753,#1335,$2.1 B,$655 M,$45.9 B,$5 B
1232,Illumina,Health Care,Biotechs,North America,United States,20.1,1.4,0.1,3.0,1756,#1038,$3.6 B,$942 M,$7.3 B,$46.8 B
1233,SVB Financial Group,Financials,Regional Banks,North America,United States,5.9,1.4,0.2,26.5,1758,#842,$3.5 B,$984 M,$75 B,$9.9 B
1234,Church & Dwight,Consumer Staples,Household/Personal Care,North America,United States,9.4,3.2,0.4,4.3,1759,#1316,$4.5 B,$670 M,$7.5 B,$17.2 B
1235,Maxim Integrated Products,Information Technology,Semiconductors,North America,United States,9.3,2.4,0.4,4.3,1765,#1298,$2.2 B,$815 M,$3.5 B,$14.8 B
1236,American Equity Investment,Financials,Life & Health Insurance,North America,United States,1.7,1.6,0.3,41.3,1776,#1713,$2.6 B,$246 M,$69.7 B,$1.9 B
1237,UGI,Utilities,Natural Gas Utilities,North America,United States,5.2,7.5,0.3,10.7,1777,#1815,$7.1 B,$404 M,$14.3 B,$6.3 B
1238,Citrix Systems,Information Technology,Software & Programming,North America,United States,10.7,2.9,0.3,5.2,1793,#1267,$3.2 B,$753 M,$4.3 B,$17.9 B
1239,Signature Bank,Financials,Regional Banks,North America,United States,6.1,0.8,0.2,22.4,1803,#1300,$2 B,$543 M,$53.1 B,$5.9 B
1240,Interactive Brokers Group,Financials,Investment Services,North America,United States,1.2,1.1,0.0,37.9,1806,#1688,$2.6 B,$158 M,$75.8 B,$3.1 B
1241,Cheniere Energy,,,North America,United States,13.7,0.3,-0.5,9.7,1808,#771,$9.3 B,$648 M,$38.2 B,$11.8 B
1242,Cabot Oil & Gas,Energy,Oil & Gas Operations,North America,United States,14.3,1.7,0.3,5.0,1811,#1990,$1.7 B,$472 M,$4.5 B,$8.6 B
1243,Verisk Analytics,Consumer Discretionary,Business & Personal Services,North America,United States,10.0,1.7,0.3,2.5,1822,#1441,$2.6 B,$450 M,$7.1 B,$24.9 B
1244,Penske Automotive,Consumer Discretionary,Specialty Stores,North America,United States,3.9,14.7,0.2,6.4,1829,#1301,$23.2 B,$436 M,$14.6 B,$2.9 B
1245,Vertex Pharmaceuticals,Health Care,Biotechs,North America,United States,16.9,1.2,-0.4,2.3,1837,#915,$4.8 B,$1.5 B,$8.9 B,$65.1 B
1246,LKQ,Consumer Discretionary,Auto & Truck Parts,North America,United States,8.2,5.1,0.3,4.5,1846,#1175,$12.4 B,$588 M,$12.4 B,$8 B
1247,People's United Financial,Financials,Thrifts & Mortgage Finance,North America,United States,4.6,1.3,0.2,33.5,1864,#1338,$2.4 B,$536 M,$60.4 B,$5.4 B
1248,Microchip Technology,Information Technology,Semiconductors,North America,United States,9.5,1.9,0.3,4.0,1869,#1040,$5.3 B,$645 M,$17.6 B,$21 B
1249,Alliant Energy,Utilities,Electric Utilities,North America,United States,6.3,3.3,0.4,11.1,1894,#1318,$3.6 B,$567 M,$17.2 B,$11.9 B
1250,Edwards Lifesciences,Health Care,Medical Equipment & Supplies,North America,United States,7.8,2.0,0.4,2.7,1913,#1006,$4.5 B,$1.1 B,$6.1 B,$44.9 B
1251,Amdocs,Information Technology,Software & Programming,North America,United States,7.4,3.4,0.4,4.9,1918,#1940,$4.1 B,$490 M,$5.6 B,$8.7 B
1252,Frontier Communications,Telecommunication Services,Telecommunications services,North America,United States,5.6,4.8,0.1,16.6,1924,#1879,$8.1 B,$-5.9 B,$19.3 B,$9 M
1253,Packaging Corp of America,,,North America,United States,7.0,3.7,0.4,5.2,1931,#1369,$6.9 B,$648 M,$7.2 B,$9.2 B
1254,Akamai Technologies,Information Technology,Computer Services,North America,United States,10.6,1.6,0.3,3.0,1940,#1542,$3 B,$494 M,$6.9 B,$15.8 B
1255,Oshkosh,Industrials,Heavy Equipment,North America,United States,5.0,7.4,0.3,4.5,1986,#1918,$8.1 B,$486 M,$5.9 B,$4.6 B
1256,FMC,Materials,Specialized Chemicals,North America,United States,10.3,4.0,0.3,5.2,1986,#1687,$4.6 B,$485 M,$9.9 B,$11.9 B
1257,Synovus Financial,Financials,Regional Banks,North America,United States,3.4,1.2,0.2,26.2,1998,#1490,$2.4 B,$482 M,$50.6 B,$3.1 B
1258,Equifax,Consumer Discretionary,Business & Personal Services,North America,United States,8.5,2.3,0.3,4.5,1999,#1908,$3.6 B,$270 M,$7.6 B,$16.9 B
1259,Mercantil Servicios,Financials,Regional Banks,South America,Venezuela,14.4,4.1,1.2,38.0,773,#1758,$2.6 B,$1.5 B,$852 M,$309 M
1260,Vietin Bank,Financials,Regional Banks,Asia,Vietnam,2.9,2.3,0.3,27.3,1854,#1595,$4.1 B,$407 M,$53.5 B,$3.2 B
